Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0608082,Ogataea henricii JCM 3611,EUKARYAL,Ogataea henricii,FUNGI-ASCOMYCOTA,36024,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea henricii,,,,,,,,,,,,,,,,,,,birds faeces,USA,,Host-associated,Birds,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0608081,Ogataea henricii Ha-1201,EUKARYAL,Ogataea henricii,FUNGI-ASCOMYCOTA,36024,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea henricii,,,,,,,,,,,,,,,,,,,birds faeces,USA,,Host-associated,Birds,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0608080,Ogataea henricii DSM 70272,EUKARYAL,Ogataea henricii,FUNGI-ASCOMYCOTA,36024,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea henricii,,,,,,,,,,,,,,,,,,,birds faeces,USA,,Host-associated,Birds,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0608079,Ogataea henricii CBS 5765,EUKARYAL,Ogataea henricii,FUNGI-ASCOMYCOTA,36024,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea henricii,,,,,,,,,,,,,,,,,,,birds faeces,USA,,Host-associated,Birds,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0608078,Ogataea henricii ATCC 18939,EUKARYAL,Ogataea henricii,FUNGI-ASCOMYCOTA,36024,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea henricii,,,,,,,,,,,,,,,,,,,birds faeces,USA,,Host-associated,Birds,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0608077,Ogataea glucozyma NBRC 1472,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608076,Ogataea glucozyma IFO 1472,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608075,Ogataea glucozyma Ha-1101,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608074,Ogataea glucozyma DSM 70271,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608073,Ogataea glucozyma CBS 5766,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608072,Ogataea glucozyma ATCC 18938,EUKARYAL,Ogataea glucozyma,FUNGI-ASCOMYCOTA,36023,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea glucozyma,,,,,,,,,,,,,,,,,,,"Picea engelmannii, frass of bark beetles",USA,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608071,Kuraishia capsulata UCD 50-340,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608070,Kuraishia capsulata NRRL Y-1842,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608069,Kuraishia capsulata NCYC 498,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608068,Kuraishia capsulata NBRC 721,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608067,Kuraishia capsulata IFO 0721,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608066,Kuraishia capsulata Ha-1001,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608065,Kuraishia capsulata DSM 70269,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608064,Kuraishia capsulata ATCC 24204,EUKARYAL,Kuraishia capsulata,FUNGI-ASCOMYCOTA,1382522,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Kuraishia,Kuraishia capsulata,,,,,,,,,,,,,,,,,,,"conifer, frass, bark beetle tunnels of a coniferous tree",Canada,,Host-associated,Plants,Tissue,,,,,,,,Mesophile,,,,,,,,
Go0608063,Debaryomyces vanrijiae NRRL Y-7430,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608062,Debaryomyces vanrijiae NBRC 934,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608061,Debaryomyces vanrijiae IFO 0934,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608060,Debaryomyces vanrijiae DSM 70252,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608059,Debaryomyces vanrijiae De-0301,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608058,Debaryomyces vanrijiae CBS 3024,EUKARYAL,Debaryomyces vanrijiae,FUNGI-ASCOMYCOTA,27305,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608057,Citeromyces matritensis NRRL Y-2407,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608056,Citeromyces matritensis NBRC 954,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608055,Citeromyces matritensis IFO 0954,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608054,Citeromyces matritensis DSM 70187,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608053,Citeromyces matritensis Ci-0101,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608052,Citeromyces matritensis CBS 2764,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608051,Citeromyces matritensis ATCC 56468,EUKARYAL,Citeromyces matritensis,FUNGI-ASCOMYCOTA,36909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,,,,,,,,,,,,,,,,,,,fruit in syrup,Spain,,Engineered,Food production,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608050,Candida friedrichii JCM 9553,EUKARYAL,Candida friedrichii,FUNGI-ASCOMYCOTA,45552,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] friedrichii,,,,,,,,,,,,,,,,,,,sorbitol solution,Germany,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608049,Candida friedrichii DSM 70050,EUKARYAL,Candida friedrichii,FUNGI-ASCOMYCOTA,45552,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] friedrichii,,,,,,,,,,,,,,,,,,,sorbitol solution,Germany,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608048,Candida friedrichii CBS 4114,EUKARYAL,Candida friedrichii,FUNGI-ASCOMYCOTA,45552,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] friedrichii,,,,,,,,,,,,,,,,,,,sorbitol solution,Germany,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608047,Candida friedrichii Ca-4302,EUKARYAL,Candida friedrichii,FUNGI-ASCOMYCOTA,45552,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] friedrichii,,,,,,,,,,,,,,,,,,,sorbitol solution,Germany,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608046,Candida friedrichii ATCC 22970,EUKARYAL,Candida friedrichii,FUNGI-ASCOMYCOTA,45552,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] friedrichii,,,,,,,,,,,,,,,,,,,sorbitol solution,Germany,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608045,Candida boidinii NRRL Y-2323,EUKARYAL,Candida boidinii,FUNGI-ASCOMYCOTA,5477,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,,,,,,,,,,,,,,,,,,,tanning fluid,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608044,Candida boidinii DSM 70026,EUKARYAL,Candida boidinii,FUNGI-ASCOMYCOTA,5477,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,,,,,,,,,,,,,,,,,,,tanning fluid,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608043,Candida boidinii CBS 2428,EUKARYAL,Candida boidinii,FUNGI-ASCOMYCOTA,5477,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,,,,,,,,,,,,,,,,,,,tanning fluid,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608042,Candida boidinii Ca-0303,EUKARYAL,Candida boidinii,FUNGI-ASCOMYCOTA,5477,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,,,,,,,,,,,,,,,,,,,tanning fluid,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608041,Candida boidinii ATCC 18810,EUKARYAL,Candida boidinii,FUNGI-ASCOMYCOTA,5477,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,,,,,,,,,,,,,,,,,,,tanning fluid,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0608036,Fusarium inflexum DSM 63203,EUKARYAL,Fusarium inflexum,FUNGI-ASCOMYCOTA,42671,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium inflexum,,,,,,,,,,,,,,,,,,,"Vicia faba, vascular bundle of wilting plant",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608035,Fusarium inflexum CBS 716.74,EUKARYAL,Fusarium inflexum,FUNGI-ASCOMYCOTA,42671,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium inflexum,,,,,,,,,,,,,,,,,,,"Vicia faba, vascular bundle of wilting plant",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608034,Alternaria calendulae IMI 205077,EUKARYAL,Alternaria calendulae,FUNGI-ASCOMYCOTA,1187905,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,,,,,,,,,,,,,,,,,,,"Calendula officinalis, leaf spots",Germany,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608033,Alternaria calendulae DSM 63161,EUKARYAL,Alternaria calendulae,FUNGI-ASCOMYCOTA,1187905,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,,,,,,,,,,,,,,,,,,,"Calendula officinalis, leaf spots",Germany,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608032,Alternaria calendulae CMI 205077,EUKARYAL,Alternaria calendulae,FUNGI-ASCOMYCOTA,1187905,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,,,,,,,,,,,,,,,,,,,"Calendula officinalis, leaf spots",Germany,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608031,Alternaria calendulae CBS 224.76,EUKARYAL,Alternaria calendulae,FUNGI-ASCOMYCOTA,1187905,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,,,,,,,,,,,,,,,,,,,"Calendula officinalis, leaf spots",Germany,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608030,Alternaria calendulae ATCC 38903,EUKARYAL,Alternaria calendulae,FUNGI-ASCOMYCOTA,1187905,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,,,,,,,,,,,,,,,,,,,"Calendula officinalis, leaf spots",Germany,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608029,Pyrenochaeta lycopersici IMB 9911,EUKARYAL,Pyrenochaeta lycopersici,FUNGI-ASCOMYCOTA,285811,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta,Pseudopyrenochaeta lycopersici,,,,,,,,,,,,,,,,,,,"Lycopersicon esculentum, corky root",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608028,Pyrenochaeta lycopersici DSM 62931,EUKARYAL,Pyrenochaeta lycopersici,FUNGI-ASCOMYCOTA,285811,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta,Pseudopyrenochaeta lycopersici,,,,,,,,,,,,,,,,,,,"Lycopersicon esculentum, corky root",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608027,Pyrenochaeta lycopersici CBS 306.65,EUKARYAL,Pyrenochaeta lycopersici,FUNGI-ASCOMYCOTA,285811,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta,Pseudopyrenochaeta lycopersici,,,,,,,,,,,,,,,,,,,"Lycopersicon esculentum, corky root",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608026,Gliocladium cibotii MUCL 7576,EUKARYAL,Gliocladium cibotii,FUNGI-ASCOMYCOTA,66309,Yes,Natural,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,Brunneochlamydosporium cibotii,,,,,,,,,,,,,,,,,,,"Cibotium schiedei, hair",Netherlands,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608025,Gliocladium cibotii DSM 2529,EUKARYAL,Gliocladium cibotii,FUNGI-ASCOMYCOTA,66309,Yes,Natural,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,Brunneochlamydosporium cibotii,,,,,,,,,,,,,,,,,,,"Cibotium schiedei, hair",Netherlands,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608024,Gliocladium cibotii CBS 147.44,EUKARYAL,Gliocladium cibotii,FUNGI-ASCOMYCOTA,66309,Yes,Natural,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,Brunneochlamydosporium cibotii,,,,,,,,,,,,,,,,,,,"Cibotium schiedei, hair",Netherlands,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608023,Gliocladium cibotii CBS 109240,EUKARYAL,Gliocladium cibotii,FUNGI-ASCOMYCOTA,66309,Yes,Natural,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,Brunneochlamydosporium cibotii,,,,,,,,,,,,,,,,,,,"Cibotium schiedei, hair",Netherlands,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608022,Kabatina thujae IMB 10418,EUKARYAL,Kabatina thujae,FUNGI-ASCOMYCOTA,64362,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina thujae,,,,,,,,,,,,,,,,,,,"Thuja occidentalis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608021,Kabatina thujae DSM 62739,EUKARYAL,Kabatina thujae,FUNGI-ASCOMYCOTA,64362,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina thujae,,,,,,,,,,,,,,,,,,,"Thuja occidentalis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608020,Kabatina thujae CBS 238.66,EUKARYAL,Kabatina thujae,FUNGI-ASCOMYCOTA,64362,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina thujae,,,,,,,,,,,,,,,,,,,"Thuja occidentalis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608016,Phytophthora lateralis VKM F-1835,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608015,Phytophthora lateralis IMI 040503,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608014,Phytophthora lateralis IMB 10780,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608013,Phytophthora lateralis DSM 62687,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608012,Phytophthora lateralis CMI 040503,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608011,Phytophthora lateralis CBS 168.42,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608010,Phytophthora lateralis ATCC 11261,EUKARYAL,Phytophthora lateralis,PROTISTS-STRAMENOPILES,1249587,Yes,Natural,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,,,,,,,,,,,,,,,,,,,Chamaecyparis lawsonia,USA,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608006,Fusarium sublunatum IMB 5238,EUKARYAL,Fusarium sublunatum,FUNGI-ASCOMYCOTA,86547,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium sublunatum,,,,,,,,,,,,,,,,,,,soil of banana plantation,Costa Rica,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608005,Fusarium sublunatum DSM 62431,EUKARYAL,Fusarium sublunatum,FUNGI-ASCOMYCOTA,86547,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium sublunatum,,,,,,,,,,,,,,,,,,,soil of banana plantation,Costa Rica,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608004,Fusarium sublunatum CBS 189.34,EUKARYAL,Fusarium sublunatum,FUNGI-ASCOMYCOTA,86547,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium sublunatum,,,,,,,,,,,,,,,,,,,soil of banana plantation,Costa Rica,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608003,Fusarium redolens IMB 9525,EUKARYAL,Fusarium redolens,FUNGI-ASCOMYCOTA,48865,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium redolens,,,,,,,,,,,,,,,,,,,"Dianthus caryophyllus, vascular bundle of wilting plant",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
